"","l1","l2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"s.1047","geistlos|ADJX","-0.0048","geistlosem","geistlosest","geistlosen","geistlosestem","geistlosesten","geistlosere","geistlosester","geistlose","geistloserer","geistloseres","geistlosestes","geistloseren","geistloseste","geistloserem","geistloses","geistloser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1048","gekränkt|ADJX","-0.453","gekränkteren","gekränkte","gekränkterem","gekränkter","gekränktester","gekränktest","gekränktes","gekränkten","gekränktestes","gekränktem","gekränktere","gekränkteres","gekränkterer","gekränktesten","gekränkteste","gekränktestem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1049","gelähmt|ADJX","-0.3308","gelähmter","gelähmtes","gelähmterem","gelähmtem","gelähmteren","gelähmten","gelähmtere","gelähmtste","gelähmte","gelähmtstes","gelähmtst","gelähmterer","gelähmtster","gelähmtstem","gelähmtsten","gelähmteres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1050","gemein|ADJX","-0.7203","gemeinstem","gemeinsten","gemeinstes","gemeinst","gemeinster","gemeinere","gemeine","gemeinste","gemeineren","gemeines","gemeiner","gemeinerem","gemeineres","gemeinerer","gemeinem","gemeinen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1051","genervt|ADJX","-0.0237","genervtesten","genervteste","genervtestem","genervtestes","genervtester","genervte","genervtere","genervtes","genervter","genervterem","genervteren","genervtest","genervten","genervtem","genervterer","genervteres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1052","gering|ADJX","-0.6621","geringes","geringer","geringerer","geringstem","geringeres","geringen","geringsten","geringem","geringste","geringeren","geringst","geringstes","geringster","geringerem","geringere","geringe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1053","geringwertig|ADJX","-0.0048","geringwertigerer","geringwertigeres","geringwertigeren","geringwertigerem","geringwertigste","geringwertigst","geringwertigster","geringwertigstes","geringwertigen","geringwertigem","geringwertige","geringwertigsten","geringwertiges","geringwertiger","geringwertigere","geringwertigstem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1054","geschmacklos|ADJX","-0.3212","geschmackloses","geschmacklosere","geschmacklose","geschmacklosem","geschmacklosen","geschmackloseste","geschmackloser","geschmackloserem","geschmacklosest","geschmackloseren","geschmacklosestes","geschmackloserer","geschmackloseres","geschmacklosester","geschmacklosestem","geschmacklosesten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1055","gestreßt|ADJX","-0.3128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1056","gewaltsam|ADJX","-0.0048","gewaltsamer","gewaltsamstem","gewaltsamsten","gewaltsames","gewaltsamere","gewaltsamste","gewaltsamen","gewaltsamster","gewaltsamstes","gewaltsamem","gewaltsame","gewaltsameres","gewaltsamerer","gewaltsameren","gewaltsamerem","gewaltsamst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1057","gewalttätig|ADJX","-0.3409","gewalttätigster","gewalttätigstes","gewalttätigerem","gewalttätigerer","gewalttätigeres","gewalttätigen","gewalttätigem","gewalttätigeren","gewalttätiger","gewalttätigere","gewalttätige","gewalttätiges","gewalttätigsten","gewalttätigste","gewalttätigstem","gewalttätigst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1058","geärgert|ADJX","-0.1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1059","giftig|ADJX","-0.3378","giftigste","giftiger","giftiges","giftigem","giftigen","giftigere","giftigerem","giftigstem","giftigeren","giftigstes","giftigeres","giftigster","giftigerer","giftigst","giftigsten","giftige",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1060","glanzlos|ADJX","-0.3133","glanzlosere","glanzlosen","glanzloseres","glanzlosem","glanzloserer","glanzlosst","glanzloses","glanzloser","glanzlosste","glanzlose","glanzloseren","glanzloserem","glanzlossten","glanzlosstem","glanzlosstes","glanzlosster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1061","gleichgültig|ADJX","-0.3436","gleichgültigstes","gleichgültigst","gleichgültigeres","gleichgültigster","gleichgültigerer","gleichgültigstem","gleichgültigsten","gleichgültigere","gleichgültigeren","gleichgültigste","gleichgültigerem","gleichgültige","gleichgültiger","gleichgültiges","gleichgültigem","gleichgültigen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1062","glücklos|ADJX","-0.3147","glücklose","glücklosest","glücklosesten","glückloser","glückloses","glücklosestem","glücklosen","glücklosem","glücklosere","glückloserem","glückloseste","glückloseren","glücklosestes","glücklosester","glückloseres","glückloserer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1063","gnadenlos|ADJX","-0.6033","gnadenlosester","gnadenlosestes","gnadenlosest","gnadenlosesten","gnadenlosestem","gnadenlose","gnadenloser","gnadenloses","gnadenloseres","gnadenlosere","gnadenloseste","gnadenloserer","gnadenlosen","gnadenloserem","gnadenlosem","gnadenloseren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s.1064","grau|ADJX","-0.336","grauem","grauste","graustem","graueren","grausten","grauerem","graustes","grauster","graues","grauer","grauere","grauestem","graueres","grauerer","graust","grauen","graue","grauest","grauesten","grauester","grauestes","graueste",NA,NA,NA,NA,NA,NA
"s.1065","grauen|VVINF","-0.0048","grauest","graue","graut","grau","grauten","grautest","grauet","gegraut","grautet","graute","graust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
