"candidates","Intercept","neg.x","pos.x","hashtag_count.x","URL_dummy","tweet_count","mean_pos","median_pos","var_pos","neg.y","pos.y","V2","followers_count","retweet_count","favorite_count","hashtag_count.y","party","land","opposition","extremity"
"markus_kaeser",-0.379272998532121,0.0847504483019669,-0.290277704791474,0.286053464381172,-0.571220076790203,446,-0.0906690689407256,0.321633616266319,2.42556562887918,0.0277600896860987,0.0901300448430493,0.117890134529148,519.186098654709,0.0672645739910314,0.365470852017937,0.289237668161435,"SPD","Bayern",1,0.10344818311255
"markus_soeder",5.06999995444523,-0.187390414060733,0.210840345919332,-0.0260384725775225,0.0200877987470692,87,0.274936400513839,0.589689847481923,1.76099052970144,0.0215103448275862,0.205451724137931,0.226962068965517,32434.3563218391,20.1379310344828,144.67816091954,0.942528735632184,"Union","Bayern",0,0.347734116223254
"markusblume",4.70942265188027,-2.50917501336268,-0.783083633187064,-0.00249472887539339,-0.635267464200376,24,-0.855228035590713,-0.827948123837886,2.80057402339949,0.0325083333333333,0.100575,0.133083333333333,2429.91666666667,12.9166666666667,72.3333333333333,1.29166666666667,"Union","Bayern",0,0.685498095766675
"martinboehm",-2.76943627260522,16.2231548273255,0.908318414871531,1.12664085870162,-42.1607031272724,12,-0.27408964025908,-0.045519323332432,2.21441196402527,0.0284083333333333,0.195575,0.223983333333333,125,0.166666666666667,1.08333333333333,1.66666666666667,"AfD","Bayern",1,0.00207200879664249
"martinknobelgrn",0.59505586327994,-0.866728901056492,0.537966618959058,0.0711339952948798,0.468913052643378,268,-1.3279854194084,-1.37804631324845,3.05396739366815,0.109763432835821,0.114335447761194,0.224098880597015,180.115671641791,0.761194029850746,2.82462686567164,4.1865671641791,"GRUENE","Bayern",1,1.89901164145765
"marykhan77",1.44289641289645,3.63460044495521,3.03610077642012,0.545448616266826,0.029677437323743,23,2.63637078300396,2.65419123654,2.13919523678653,0.0273695652173913,0.0482391304347826,0.0756086956521739,919.521739130435,13.3913043478261,45.0869565217391,2,"AfD","Hessen",1,7.04473112012573
"mathiaswagner",0.738944425426348,0.161379335701503,2.17908991324408,0.163977470645019,0.831569054102517,39,-0.857423227059445,-0.577801672837094,2.04688594937326,0.109579487179487,0.202946153846154,0.312525641025641,2200.84615384615,1.69230769230769,8.35897435897436,0.333333333333333,"GRUENE","Hessen",0,0.333854773133344
"mattium",1.0513754247845,0.275200346642937,0.240563611245847,0.107710914502735,-0.0486761128283797,335,-0.530033239174952,-0.189266774304599,1.70323175133622,0.0276498507462687,0.226431641791045,0.254081492537313,1476.42388059701,0.483582089552239,2.60597014925373,0.432835820895522,"Union","Hessen",0,0.035821911855668
"melaniehuml",1.64894065628472,1.10333043272059,0.260074810045336,-0.182133946006362,-0.409391637705692,151,-0.542259795277849,-0.251637561117291,2.57231932622421,0.014735761589404,0.288694701986755,0.303430463576159,1158.29801324503,0.622516556291391,3.43046357615894,0.0198675496688742,"Union","Bayern",0,0.0633214621650584
"mfeldmayer",0.19585700823349,-0.0267626053460665,0.0505296682910699,0.54746506259526,0.893118559054994,88,-0.865990410922661,-0.682888293852804,1.95729271247467,0.0185534090909091,0.1034375,0.121990909090909,1374.98863636364,0.102272727272727,1.81818181818182,0.340909090909091,"GRUENE","Hessen",0,0.466336421881194
"micha_ott",1.17493499862602,0.115271101434646,-0.164646961613953,0.226316226226161,-0.122458333619978,446,-1.23666899257675,-1.1349360077755,2.66721620452955,0.0989690582959641,0.155942600896861,0.254911659192825,291.177130044843,1.02242152466368,4.31165919282511,2.24439461883408,"SPD","Bayern",1,1.28807974174539
"michael_muell80",0.774425544579937,0.420812686679872,1.03170906225565,0.281795962852836,0.0761623507035852,356,-0.577230571293182,-0.249836984781946,1.84570514080968,0.107570224719101,0.168387640449438,0.275957865168539,618.525280898876,1.18820224719101,3.82865168539326,1.71629213483146,"DIE LINKE","Hessen",1,0.0624185189649343
"michaelpiazolo",0.850685680867655,1.63322833170991,0.690075636102237,-0.0225470858453315,0.893004880878368,71,-0.0866272323455348,0.29707340296779,2.48029291077909,0.0793985915492958,0.155366197183099,0.234764788732394,1837.53521126761,2.43661971830986,4.43661971830986,0.267605633802817,"FREIE WÄHLER","Bayern",1,0.0882526067508629
"micky_wenngatz",1.06128729688712,-0.391829823119498,0.233076954664895,0.14978616594969,0.470496430677187,1007,-0.993335307092417,-0.913276625751025,2.44237995532281,0.117772393247269,0.137930486593843,0.255702879841112,351.046673286991,1.14399205561073,3.88778550148957,1.31678252234359,"SPD","Bayern",1,0.834074195143178
"mike_malm",1.65973996950414,0.755756800884056,-0.123057769160601,0.0933370023680035,0.436585382590002,282,-1.13106729640731,-0.944381061090094,2.86667422971688,0.0896308510638298,0.206704255319149,0.296335106382979,178.535460992908,2.11702127659574,6.93617021276596,0.936170212765957,"SPD","Bayern",1,0.891855588545652
"mmfischbach",1.22889850702443,-0.78389700290237,-1.44016782882117,0.62135599328494,-0.607668226240021,64,-0.895693078157878,-0.633269584427847,1.85322070241318,0.1249671875,0.1368046875,0.261771875,504.1875,0.5625,3.515625,0.59375,"FDP","Bayern",1,0.401030366561418
"moellermdl",0.159235600866949,-0.103763929545331,0.0783334559177037,0.0834698837729359,0.157797731409611,388,0.0719102778186674,0.597876332008997,1.14851406942006,0.0353698453608247,0.228407216494845,0.26377706185567,237.726804123711,0.182989690721649,1.40463917525773,1.56185567010309,"Union","Hessen",0,0.357456108376532
"mspoeli",-0.790589445300518,-0.00375178381715061,-0.773248182021581,0.0651735129010603,0.502218110488455,178,-0.68898434891804,-0.386737452396464,2.54373205948303,0.00899719101123595,0.153022471910112,0.162019662921348,209.730337078652,0.123595505617978,0.713483146067416,3.2752808988764,"FDP","Bayern",1,0.149565857086107
"mstuempfig",1.49805007517911,-0.480965141016388,0.134661773732807,0.0899308801602154,0.0476329696749825,112,-1.44229096923357,-1.37804631324845,2.87894450678746,0.110688392857143,0.0862303571428571,0.19691875,741.625,1.41964285714286,4.38392857142857,2.625,"GRUENE","Bayern",1,1.89901164145765
"nancyfaeser",2.01172162140663,-9.5519190242248,0.710146538751223,0.598116513417243,0.442058766028447,21,-0.745009757215141,-0.518864525229366,1.71334717677076,0.00834761904761905,0.332028571428571,0.34037619047619,1817.7619047619,3.61904761904762,22.3333333333333,1.04761904761905,"SPD","Hessen",1,0.269220395541495
"nataschakohnen",4.58158238981339,1.07927046747192,-0.367689368205765,0.111152832191408,-0.270530701536644,180,-0.650687145572021,-0.501967945691528,2.23192398109957,0.0885772222222222,0.211533333333333,0.300110555555556,5802.41666666667,18.8722222222222,82.7722222222222,1.43333333333333,"SPD","Bayern",1,0.251971818501773
"ngersberg",-0.278126294251432,0.776970924292126,0.898549808590014,0.40032133605216,1.13285208250462,166,-0.65129719422611,-0.105878433963964,2.23853558708533,0.0593138554216867,0.16223313253012,0.221546987951807,131.28313253012,0.891566265060241,4.12650602409639,1.8433734939759,"SPD","Hessen",1,0.0112102427786615
"nimmerfroh",-0.0629816335691433,-0.291787278435179,0.0513901310591942,0.320701754019257,0.167059972277779,2085,-0.328368720367024,-0.0837929699384676,1.84353700697727,0.0707964508393285,0.0792524700239808,0.150048920863309,888.919904076739,0.241247002398082,0.912709832134293,0.366906474820144,"FDP","Hessen",1,0.00702126181110894
"olivereberz",0.143074781997455,1.24284705308997,0.463677973941294,0.482380128697124,0.51325350520142,591,-0.669181378771976,-0.56303861208305,2.05880147835273,0.124850930626058,0.0948478849407783,0.219698815566836,170.994923857868,0.213197969543147,1.58037225042301,0.0964467005076142,"GRUENE","Hessen",0,0.317012478696407
